
Horizontal dump of pitloc:
ddbkey	id	pit	region	blendrec	path	bean	invbean	simdump	haul	ore	dumpfeed	dumpcapy	binsize	xloc	yloc	pathix	timedump	zloc	signid	unit	load	istiedown	status	linestat	spillage	split	signpost	shoptype	dumpqueue	pctcapy	bays	nopenalty	timelast	radius	gpstype	reason	tdset	prior	availbays	ignunexarr	disablearrchk	
1054600	NU150	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	35403	79908	401	60	4587.299805	65535	Nodo	Planta	No	Operativo	Operativo	No	<array>	8	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1054818	NU16	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	37804	80333	402	60	4375.899902	65535	Nodo	Planta	No	Operativo	Operativo	No	<array>	8	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1055036	NU17	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	38964	80209	403	60	4304.500000	65535	Nodo	Planta	No	Operativo	Operativo	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1055254	NU18	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	37813	79780	404	60	4379.200195	518	Nodo	Planta	No	Operativo	Operativo	No	<array>	8	Otro	0	100	0	0	0	30	Punto Interm.	-1	0	1	0	0	0	
1055472	NU19	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	37106	79544	405	60	4417.100098	720	Nodo	Planta	No	Operativo	Operativo	No	<array>	8	Otro	0	100	0	0	0	50	Punto Interm.	-1	0	1	0	0	0	
1055690	NU20	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	36858	79254	406	60	4447.299805	65535	Nodo	Planta	No	Operativo	Operativo	No	<array>	9	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1055908	NU21	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	36052	78714	407	60	4462.200195	65535	Nodo	Planta	No	Operativo	Operativo	No	<array>	9	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1056126	NU22	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	36246	79378	408	60	4475.000000	522	Nodo	Planta	No	Operativo	Operativo	No	<array>	8	Otro	0	100	0	0	0	50	Punto Interm. S	-1	0	1	0	0	0	
1056344	NU23	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	36015	79838	409	60	4513.799805	716	Nodo	Planta	No	Operativo	Operativo	No	<array>	8	Otro	0	100	0	0	0	30	Punto Interm.	-1	0	1	0	0	0	
1056562	NU24	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	35383	80193	410	60	4562.899902	524	Nodo	Planta	No	Operativo	Operativo	No	<array>	8	Otro	0	100	0	0	0	70	Punto Interm.	-1	0	1	0	0	0	
1056780	NU25	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	35731	79578	411	60	4612.299805	65535	Nodo	Planta	No	Operativo	Operativo	No	<array>	9	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1056998	NU26	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	34505	79783	412	60	4703.600098	526	Nodo	Planta	No	Operativo	Operativo	No	<array>	8	Otro	0	100	0	0	0	70	Punto Interm.	-1	0	1	0	0	0	
1057216	NU27	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	33938	80260	413	60	4741.700195	65535	Nodo	Planta	No	Operativo	Operativo	No	<array>	8	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1057434	NU28	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	33697	80447	414	60	4761.600098	65535	Nodo	Planta	No	Operativo	Operativo	No	<array>	8	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1057652	NU29	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	38727	79680	415	60	4329.899902	65535	Nodo	Planta	No	Operativo	Operativo	No	<array>	8	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1057870	NU30	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	39051	79413	416	60	4330.200195	3000	Nodo	Planta	No	Operativo	Operativo	No	<array>	8	Otro	0	100	0	0	0	45	Punto Interm.	-1	0	1	0	0	0	
1058088	NU31	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	38868	79072	417	60	4329.000000	65535	Nodo	Planta	No	Operativo	Operativo	No	<array>	9	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1058306	NU32	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	38658	78583	418	60	4338.299805	65535	Nodo	Planta	No	Operativo	Operativo	No	<array>	9	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1058524	NU33	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	38094	78234	419	60	4369.799805	65535	Nodo	Planta	No	Operativo	Operativo	No	<array>	9	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1058742	NU34	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	36041	79982	420	60	4495.399902	717	Nodo	Planta	No	Operativo	Operativo	No	<array>	8	Otro	0	100	0	0	0	30	Punto Interm.	-1	0	1	0	0	0	
1058960	NU35	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	36202	79644	421	60	4481.100098	65535	Nodo	Planta	No	Operativo	Operativo	No	<array>	8	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1059178	NU36	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	36183	79518	422	60	4489.000000	65535	Nodo	Planta	No	Operativo	Operativo	No	<array>	8	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1059396	NU37	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	35992	78858	423	60	4456.200195	65535	Nodo	Planta	No	Operativo	Operativo	No	<array>	8	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1059614	NU38	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	36441	78821	424	60	4473.899902	719	Nodo	Planta	No	Operativo	Operativo	No	<array>	8	Otro	0	100	0	0	0	50	Punto Interm.	-1	0	1	0	0	0	
1059832	NU39	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	38326	79683	425	60	4347.200195	65535	Nodo	Planta	No	Operativo	Operativo	No	<array>	8	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1060050	NU40	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	38271	79719	426	60	4351.399902	65535	Nodo	Planta	No	Operativo	Operativo	No	<array>	9	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1060268	NU41	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	38270	79808	427	60	4369.899902	65535	Nodo	Planta	No	Operativo	Operativo	No	<array>	8	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1060486	NU42	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	39033	79232	428	60	4329.299805	65535	Nodo	Planta	No	Operativo	Operativo	No	<array>	8	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1060704	NU43	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	39036	78866	429	60	4332.600098	143	Nodo	Planta	No	Operativo	Operativo	No	<array>	8	Otro	0	100	0	0	0	45	Punto Interm.	-1	0	1	0	0	0	
1060922	NU44	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	38159	79669	430	60	4356.200195	65535	Nodo	Planta	No	Operativo	Operativo	No	<array>	8	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1061140	NU45	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	37544	79124	431	60	4080.000000	726	Nodo	Planta	No	Operativo	Operativo	No	<array>	8	Otro	0	100	0	0	0	25	Punto Interm.	-1	0	1	0	0	0	
1061358	NU46	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	38579	80128	432	60	4327.399902	65535	Nodo	Planta	No	Operativo	Operativo	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1061576	NU47	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	39529	80338	433	60	4272.500000	65535	Nodo	Planta	No	Operativo	Operativo	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1061794	NU48	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	39066	78567	434	60	4343.399902	217	Nodo	<bad enum>	No	Operativo	Operativo	No	<array>	0	Otro	0	100	0	0	0	40	Punto Interm.	-1	0	1	0	0	0	
1062012	NU49	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	40085	79764	435	60	4288.100098	65535	Nodo	Planta	No	Operativo	Operativo	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1062230	NU50	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	40088	79931	436	60	4285.899902	150	Nodo	Planta	No	Operativo	Operativo	No	<array>	0	Otro	0	100	0	0	0	40	Punto Interm.	-1	0	1	0	0	0	
1062448	NU51	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	39900	80540	437	60	4254.899902	151	Nodo	Planta	No	Operativo	Operativo	No	<array>	0	Otro	0	100	0	0	0	40	Punto Interm.	-1	0	1	0	0	0	
1062666	NU52	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	40099	81250	438	60	4238.100098	1152	Nodo	Planta	No	Operativo	Operativo	No	<array>	0	Otro	0	100	0	0	0	40	Punto Interm.	-1	0	1	0	0	0	
1062884	NU53	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	41274	82650	439	60	4165.000000	100	Nodo	Planta	No	Operativo	Operativo	No	<array>	0	Otro	0	100	0	0	0	40	Punto Interm.	-1	0	1	0	0	0	
1063102	NU55	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	41025	82889	440	60	4168.200195	65535	Nodo	<bad enum>	No	Operativo	Operativo	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1063320	NU56	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	34069	80308	441	60	4737.299805	65535	Nodo	Planta	No	Operativo	Operativo	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1063538	NU57	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	34304	80100	442	60	4715.799805	957	Nodo	Planta	No	Operativo	Operativo	No	<array>	0	Otro	0	100	0	0	0	40	Punto Interm.	-1	0	1	0	0	0	
1063756	NU58	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	38426	79874	443	60	4368.799805	65535	Nodo	Planta	No	Operativo	Operativo	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1063974	NU59	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	39876	80203	444	60	4267.899902	65535	Nodo	Planta	No	Operativo	Operativo	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1064192	NU60	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	39623	79707	445	60	4329.399902	60	Nodo	Planta	No	<bad enum>	Operativo	No	<array>	0	Otro	0	15	0	0	0	40	Punto Interm.	-1	0	1	0	0	0	
1064410	NU61	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	39923	80999	446	60	4250.700195	65535	Nodo	Planta	No	Operativo	Operativo	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1064628	NU62	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	40495	81774	447	60	4209.000000	62	Nodo	Planta	No	Operativo	Operativo	No	<array>	0	Otro	0	100	0	0	0	40	Punto Interm.	-1	0	1	0	0	0	
1064846	NU63	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	40897	82259	448	60	4184.500000	163	Nodo	Planta	No	Operativo	Operativo	No	<array>	0	Otro	0	100	0	0	0	40	Punto Interm.	-1	0	1	0	0	0	
1065064	NU64	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	41500	82813	449	60	4180.000000	65535	Nodo	Planta	No	Operativo	Operativo	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1065282	NU65	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	39302	78549	450	60	4363.899902	65535	Nodo	<bad enum>	No	Operativo	Operativo	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1065500	NU66	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	40601	83001	451	60	4175.399902	207	Nodo	<bad enum>	No	Operativo	Operativo	No	<array>	0	Otro	0	100	0	0	0	40	Punto Interm.	-1	0	1	0	0	0	
1065718	NU67	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	39826	82985	452	60	4202.899902	209	Nodo	<bad enum>	No	Operativo	Operativo	No	<array>	0	Otro	0	100	0	0	0	40	Punto Interm.	-1	0	1	0	0	0	
1065936	NU68	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	39490	83028	453	60	4204.799805	65535	Nodo	<bad enum>	No	Operativo	Operativo	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1066154	NU69	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	38987	83483	454	60	4201.500000	213	Nodo	<bad enum>	No	Operativo	Operativo	No	<array>	0	Otro	0	100	0	0	0	40	Punto Interm.	-1	0	1	0	0	0	
1066372	NU70	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	38961	83984	455	60	4192.000000	215	Nodo	<bad enum>	No	Operativo	Operativo	No	<array>	0	Otro	0	100	0	0	0	40	Punto Interm.	-1	0	1	0	0	0	
1066590	NU71	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	38516	79811	456	60	4370.500000	65535	Nodo	Planta	No	Operativo	Operativo	No	<array>	8	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1066808	NU72	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	38872	84375	457	60	4188.000000	216	Nodo	<bad enum>	No	Operativo	Operativo	No	<array>	0	Otro	0	100	0	0	0	40	Punto Interm.	-1	0	1	0	0	0	
1067026	NU73	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	41911	82820	458	60	4180.000000	73	Nodo	<bad enum>	No	Operativo	Operativo	No	<array>	0	Otro	0	100	0	0	0	50	Punto Interm.	-1	0	1	0	0	0	
1067244	NU74	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	42462	83191	459	60	4180.000000	74	Nodo	<bad enum>	No	Operativo	Operativo	No	<array>	0	Otro	0	100	0	0	0	50	Punto Interm.	-1	0	1	0	0	0	
1067462	NU75	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	43104	83676	460	60	4180.000000	65535	Nodo	<bad enum>	No	Operativo	Operativo	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1067680	NU76	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	43866	84248	461	60	4180.000000	65535	Nodo	<bad enum>	No	Operativo	Operativo	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1067898	NU77	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	39261	78267	462	60	4360.000000	65535	Nodo	<bad enum>	No	Operativo	Operativo	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1068116	NU78	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	37817	85201	463	60	4195.000000	65535	Nodo	<bad enum>	No	Operativo	Operativo	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1068334	NU79	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	37078	85814	464	60	4195.000000	65535	Nodo	<bad enum>	No	Operativo	Operativo	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1068552	P1 UJI	UJINA	UF0					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	38267	78273	465	60	4366.399902	9	Taller	Planta	No	Panne	Panne	No	<array>	8	Combustible	1	100	0	0	0	50	Punto Final	-1	0	1	0	0	0	
1068770	P2 SEMIMOVIL	ROSARIO	TALLER					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	30679	82766	466	60	4566.100098	3007	Taller	Planta	No	Reserva	Reserva	No	<array>	8	Combustible	1	100	0	0	0	30	Punto Final	-1	0	1	0	0	0	
1068988	P3 SEMIMOVIL	ROSARIO	TALLER					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	28344	81769	467	60	4549.500000	403	Taller	Planta	No	Reserva	Reserva	No	<array>	0	Combustible	1	100	0	0	0	10	Punto Final	-1	0	1	0	0	0	
1069206	P4 SEMIMOVIL	ROSARIO	TALLER					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	30053	82369	468	60	4550.799805	3008	Taller	Planta	No	Reserva	Reserva	No	<array>	8	Combustible	1	100	0	0	0	20	Punto Final	-1	0	1	0	0	0	
1069424	PLAT BASE UJINA	ROSUR	US1					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	38723	79539	469	60	4340.000000	540	Cambio Turno	Planta	No	Operativo	Operativo	No	<array>	8	Otro	20	100	0	0	0	50	Punto Final	-1	0	1	0	0	0	
1069642	PLAT CANCHA10	ROSUR	US1					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	39013	79868	470	60	4335.000000	65535	Cambio Turno	<bad enum>	No	Operativo	Operativo	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1069860	PLAT CAPELLA	ROSARIO	TALLER					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	29663	81175	471	60	4501.100098	65535	Cambio Turno	Planta	No	Operativo	Operativo	No	<array>	9	Otro	10	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1070078	PLAT INVIERNO	ROSARIO	TALLER					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	30477	83092	472	60	4565.399902	65535	Cambio Turno	Planta	No	<bad enum>	Reserva	No	<array>	9	Otro	5	10	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1070296	PLAT INVIERNO UJINA	ROSUR	US1					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	37692	79747	473	60	4384.000000	65535	Cambio Turno	Planta	No	Reserva	Reserva	No	<array>	8	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1070514	PLAT LLAMA 1	ROSARIO	ESTACIONAMIENTO					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	29895	82714	474	54	4549.799805	201	Cambio Turno	Planta	No	Operativo	Operativo	No	<array>	9	Otro	20	100	0	0	0	0	Punto Final	-1	0	1	0	0	0	
1070732	PLAT LLAMA 2	ROSARIO	ESTACIONAMIENTO					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	29747	82831	475	78	4547.799805	200	Cambio Turno	Planta	No	Operativo	Operativo	No	<array>	9	Otro	20	100	0	0	0	0	Punto Final	-1	0	1	0	0	0	
1070950	PLAT PUMA 1	ROSARIO	ESTACIONAMIENTO					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	29024	80667	476	60	4597.399902	1131	Cambio Turno	Planta	No	Operativo	Operativo	No	<array>	8	Otro	0	100	0	0	0	0	Punto Final	-1	0	1	0	0	0	
1071168	PLAT PUMA 2	ROSARIO	ESTACIONAMIENTO					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	28910	80625	477	60	4600.000000	1132	Cambio Turno	<bad enum>	No	Operativo	Operativo	No	<array>	0	Otro	0	100	0	0	0	0	Punto Final	-1	0	1	0	0	0	
1071386	PRETILES	ROSARIO	TALLER					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	30584	83053	478	60	4567.000000	65535	Cambio Turno	<bad enum>	No	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1071604	PROY. CRUZ	ROSARIO	STOCK					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	30176	82239	479	60	4526.600098	65535	Nodo	Planta	No	Operativo	Operativo	No	<array>	8	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1071822	R CAPELLA CORTA	ROSARIO	RF10A					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	30388	80913	480	60	4283.500000	65535	Nodo	<bad enum>	No	Operativo	Operativo	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1072040	RAMPA 4600	ROSARIO	RF10A					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	31118	79861	481	60	4646.000000	65535	Nodo	Planta	No	Operativo	Operativo	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1072258	RAMPA CAPELLA	ROSARIO	RF10B					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	30286	80402	482	60	4440.600098	65535	Nodo	<bad enum>	No	Operativo	Operativo	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1072476	RAMPA FASE11	ROSARIO	RF11					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	29916	81263	483	60	4423.000000	65535	Nodo	<bad enum>	No	Operativo	Operativo	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1072694	RAMPA NORTE	ROSARIO	RF9A					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	31682	81494	484	60	4430.000000	602	Nodo	Planta	No	Operativo	Operativo	No	<array>	8	Otro	0	100	0	0	0	40	Punto Interm.	-1	0	1	0	0	0	
1072912	RAMPA TUNEL	ROSARIO	RF9B					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	31318	81509	485	60	4268.000000	65535	Nodo	Planta	No	Operativo	Operativo	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1073130	RB1-ALPACA2/EST	ROSARIO	BOT					<record>	0.000000	0.000000	0.000000	6000.000000	0.000000	28945	81686	486	62	4555.000000	34	Botadero	Esteril	Yes	Reserva	Reserva	No	<array>	1	Otro	0	100	0	0	0	0	Punto Final S	-1	0	1	0	0	0	
1073348	RB1-CAMINOCHANCA/EST	ROSARIO	RF12					<record>	0.000000	0.000000	0.000000	2000.000000	0.000000	30714	82462	487	52	4590.000000	65535	Botadero	Esteril	No	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1073566	RB1-CHINCHILLA/EST	ROSARIO	BOT					<record>	0.000000	0.000000	10000000000.000000	13000.000000	0.000000	27357	82772	488	86	4549.399902	1110	Botadero	Esteril	No	Reserva	Reserva	No	<array>	8	Otro	0	100	0	0	0	0	Punto Final S	-1	0	1	0	0	0	
1073784	RB1-FALLAGRIS/EST	ROSARIO	RF10A					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	31782	80672	489	48	4359.000000	65535	Botadero	Sul. Baja Low	No	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1074002	RB1-FLAMENCO/EST	ROSARIO	BOT					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	29662	82051	490	46	4547.600098	20	Botadero	Esteril	No	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	0	Punto Final S	-1	0	1	0	0	0	
1074220	RB1-GUANACOLARGO/EST	ROSARIO	BOT					<record>	0.000000	0.000000	10000000000.000000	10000000000.000000	0.000000	26825	81857	491	61	4498.799805	13	Botadero	Esteril	No	Reserva	Reserva	No	<array>	8	Otro	0	100	0	0	0	0	Punto Final S	-1	0	1	0	0	0	
1074438	RB1-GUANACOMEDIO/EST	ROSARIO	BOT					<record>	0.000000	0.000000	10000000000.000000	4500.000000	0.000000	26447	81611	492	54	4460.000000	18	Botadero	Esteril	No	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	0	Punto Final S	-1	0	1	0	0	0	
1074656	RB1-GUANACOSUP/EST	ROSARIO	BOT					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	26773	81275	493	61	4550.000000	69	Botadero	Sul. Media	Yes	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	0	Punto Final S	-1	0	1	0	0	0	
1074874	RB1-HUINQUICORTO/EST	ROSARIO	BOT					<record>	0.000000	0.000000	10000000000.000000	10000000000.000000	0.000000	26713	81609	494	57	4459.600098	1456	Botadero	Esteril	No	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	0	Punto Final S	-1	0	1	0	0	0	
1075092	RB1-HUINQUINEUTR/EST	ROSARIO	BOT					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	26628	81616	65535	67	4459.200195	65535	Botadero	Esteril	No	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1075310	RB1-PATIOPALA/EST	ROSARIO	BOT					<record>	0.000000	0.000000	0.000000	5000.000000	0.000000	32873	81121	495	50	4724.000000	65535	Botadero	Esteril	No	Reserva	Reserva	No	<array>	1	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1075528	RB1-PISCINA3/EST	ROSARIO	BOT					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	29505	81841	496	60	4550.000000	65535	Botadero	Esteril	No	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	0	Desabilitado	-1	0	1	0	0	0	
1075746	RB1-PUMA/EST	ROSARIO	BOT					<record>	0.000000	0.000000	10000000000.000000	10000000000.000000	0.000000	28720	81089	497	50	4625.000000	7	Botadero	Oxido	No	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	0	Punto Final S	-1	0	1	0	0	0	
1075964	RB1-PUMA4600/EST	ROSARIO	BOT					<record>	0.000000	0.000000	0.000000	10000000000.000000	0.000000	29063	80810	498	81	4600.000000	29	Botadero	Esteril	No	Reserva	Reserva	No	<array>	0	Otro	0	100	0	0	0	0	Punto Interm.	-1	0	1	0	0	0	
